challenge_id,percentile,level,value,achieved_time,level_index,description,name,puuid
602002,1.0,NONE,1.0,,0,Atteignez la première place en Arena avec différents champions.,Adaptation en toute situation,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303000,0.149,SILVER,325.0,2026-01-19 23:00:30,3,"Progressez dans les défis des groupes Clash, Simultanéité, Harmonie et Globe-trotteur.",Alliance,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401306,0.054,BRONZE,15.0,2026-03-14 15:35:10,2,Gagnez des parties en jouant le rôle qui vous a été attribué après avoir choisi l'option N'importe.,Joueur diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401304,1.0,NONE,9.0,,0,Gagnez des parties en tant que midlaner.,Mid diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401305,1.0,NONE,2.0,,0,Gagnez des parties en tant que toplaner.,Top diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601000,0.104,SILVER,55.0,2026-01-17 18:56:19,3,Progressez dans les défis du groupe Bagarreur d'Arena.,Bagarreur d'Arena,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601003,0.123,IRON,4.0,2026-01-17 18:29:17,1,Réussissez des doublés.,Quitte ou double,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601002,0.112,SILVER,29.0,2026-01-19 20:08:40,3,Esquivez 5compétences de tir (compétences non ciblées à distance) en moins de 8secondes.,Pas de danse,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601005,0.078,SILVER,4.0,2026-01-24 21:48:00,3,Réussissez des éliminations en étant entouré par plus de champions ennemis qu'alliés.,Seul contre tous,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601004,0.093,SILVER,7.0,2026-01-17 18:29:17,3,Subissez 10000pts de dégâts de champion avant mitigation dans un seul combat sans mourir.,Le mur,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
601006,0.098,IRON,5.0,2026-01-16 23:30:06,1,Sauvez à l'aide d'un soin ou d'un bouclier un allié qui aurait dû subir des dégâts mortels.,Sauvetage,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204203,0.117,PLATINUM,15.0,2026-03-11 22:20:58,5,Détruisez au moins deux Balises camouflées avec une seule activation du Brouilleur oraculaire.,Yeux brouillés,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204202,0.269,SILVER,24.0,2026-02-13 23:52:13,3,Protégez des balises en vous trouvant à proximité lorsqu'un ennemi tente de les détruire.,Pas de quoi baliser,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204200,0.189,GOLD,55.0,2026-03-11 22:53:59,4,Progressez dans les défis du groupe Visionnaire.,Visionnaire,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101301,0.026,PLATINUM,50.0,2026-03-05 22:49:20,5,Obtenez au moins une note S- avec différents champions en ARAM.,S-ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302000,0.331,SILVER,250.0,2026-01-24 17:38:04,3,"Progressez dans les défis des groupes Stratégie, Démolition, Synergie et Esprit d'équipe.",Capitaine,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101300,0.031,DIAMOND,465.0,2026-01-23 17:20:45,6,Progressez dans les défis du groupe Prodige d'ARAM.,Prodige d'ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101303,0.041,PLATINUM,21.0,2026-02-05 18:10:44,5,Détruisez la première tourelle dans les 5 premières minutes de jeu en ARAM.,Démolition expéditive,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101302,0.027,MASTER,133.0,2026-02-08 15:43:56,7,Obtenez des notes S ou mieux en ARAM.,SARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101305,0.021,GOLD,25.0,2026-03-18 00:31:00,4,Ayez un taux de participation aux éliminations supérieur à 90% dans des parties d'ARAM.,Participation à foison,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101304,0.015,GRANDMASTER,28.0,2026-02-14 05:01:20,8,Gagnez des parties d'ARAM en moins de 13minutes.,Pas le temps de niaiser,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101307,0.041,DIAMOND,362.0,2026-02-23 22:07:32,6,Gagnez des parties d'ARAM.,Triomphe en ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101306,0.009,MASTER,4.0,2026-01-23 17:08:13,7,Gagnez des parties d'ARAM sans être tué par un champion ennemi (vous faire exécuter reste possible).,Immortalité,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203203,0.268,SILVER,163.0,2026-03-13 20:48:49,3,Subissez au moins trois compétences immobilisantes dans un même combat et survivez.,Inarrêtable,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203201,0.25,BRONZE,2.0,2026-03-04 21:00:17,2,Subissez 10000pts de dégâts de champion avant mitigation dans un seul combat sans mourir.,Même pas mal,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203200,0.264,SILVER,25.0,2026-03-13 21:29:05,3,Progressez dans les défis du groupe Béhémoth.,Béhémoth,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
301000,0.197,PLATINUM,620.0,2026-01-27 17:38:41,5,"Progressez dans les défis des groupes Chasse aux monstres, Immuable et Symbiose.",Détermination,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
600006,0.223,GOLD,85.0,2026-02-08 20:37:30,4,Augmentez votre niveau d'invocateur.,Vieux de la vieille,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202202,0.256,BRONZE,11.0,2026-03-08 21:27:05,2,Détruisez le plus de balises de la partie (au moins une).,Héraut des ténèbres,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202201,0.39,IRON,2.0,2026-01-24 19:52:26,1,Obtenez le score de contrôle de foule le plus élevé de la partie.,Foulogie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202200,0.425,IRON,20.0,2026-01-24 20:17:51,1,Progressez dans les défis du groupe Incomparable.,Incomparable,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202204,0.411,IRON,5.0,2025-12-19 17:45:44,1,Infligez plus de 700pts de dégâts par minute.,DPM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402407,0.316,BRONZE,5404.0,2026-03-09 20:48:26,2,Tuez des sbires.,30 millions d'ennemis,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402404,0.339,BRONZE,38.0,2026-01-19 21:45:22,2,Tuez des champions ennemis sous votre propre tourelle.,Bien essayé,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402402,0.17,GOLD,1635.0,2026-03-14 16:00:53,4,"Posez des Balises camouflées utiles. Pour être utile, une balise doit augmenter votre score de vision.",Les balises sauvent la vie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402403,1.0,NONE,4.0,,0,"Posez des Balises de contrôle utiles. Pour être utile, une balise doit augmenter votre score de vision.",Contrôler les ténèbres,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402400,0.309,SILVER,85.0,2026-02-12 22:22:13,3,Progressez dans les défis du groupe Débrouillardise.,Débrouillardise,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402401,0.258,SILVER,178.0,2026-03-10 20:02:04,3,Détruisez des balises.,Fiat nox,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402408,0.332,BRONZE,7033.0,2026-03-14 19:42:50,2,Récupérez des PO de prime à l'élimination de champions adverses.,Rends l'argent!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402409,0.278,SILVER,1021574.0,2026-02-12 21:46:22,3,Gagnez des PO.,Jour de paye,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
