challenge_id,percentile,level,value,achieved_time,level_index,description,name,puuid
504000,0.336,SILVER,40.0,2026-02-04 17:09:51,3,Progressez dans les défis du groupe Trésor.,Trésor,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401102,0.252,GOLD,749752.0,2026-01-13 20:35:24,4,Gagnez des points de Maîtrise.,Sagesse du maître,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401103,0.26,GOLD,49291.0,2026-03-10 20:02:04,4,Gagnez des points de Maîtrise avec un seul champion.,OTP,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401100,0.258,SILVER,60.0,2026-01-27 17:38:41,3,Progressez dans les défis du groupe Gourou.,Gourou,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401106,0.263,IRON,19.0,2026-01-27 17:14:39,1,Gagnez une partie avec différents champions.,Touche-à-tout,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401104,0.189,IRON,5.0,2026-03-15 20:08:28,1,Atteignez le niveau5 de Maîtrise avec différents champions.,Maîtrise novice,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401105,1.0,NONE,1.0,,0,Atteignez le niveau7 de Maîtrise avec différents champions.,Maîtrise avancée (héritage),uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302300,0.298,SILVER,75.0,2026-01-25 00:43:16,3,Progressez dans les défis du groupe Synergie.,Synergie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302301,0.275,SILVER,121.0,2026-02-12 21:17:48,3,Participez à l'élimination de champions après avoir attendu dans les hautes herbes avec au moins un allié pendant au moins 3secondes.,Tactique des fanatiques,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302302,0.252,SILVER,1025.0,2026-03-09 20:48:26,3,Tuez un ennemi avec l'aide d'au moins un allié sans subir d'élimination en retour.,Expédition punitive,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302303,0.119,SILVER,101.0,2026-01-27 17:40:49,3,Sauvez à l'aide d'un soin ou d'un bouclier un allié qui aurait dû subir des dégâts mortels.,Dernier rempart,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204000,0.15,GOLD,155.0,2026-03-11 20:40:21,4,Progressez dans les défis des groupes Primordial et Visionnaire.,Génie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302304,0.23,SILVER,457.0,2026-03-08 20:49:24,3,"Immobilisez un ennemi, puis éliminez-le avec un allié.",Casseurs bloqueurs,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302305,0.252,SILVER,95.0,2026-03-04 21:00:17,3,Repoussez des ennemis vers vos alliés pour faciliter une élimination.,Appelez-moi inSec,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101101,0.158,MASTER,138.0,2026-01-22 21:47:50,7,Infligez plus de 1800pts de dégâts par minute dans des parties d'ARAM.,Menace DPS,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101100,0.138,PLATINUM,290.0,2026-01-22 22:16:10,5,Progressez dans les défis du groupe Guerre d'ARAM.,Guerre d'ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101103,0.121,GOLD,3.0,2026-01-15 20:44:00,4,Devenez légendaire dans des parties d'ARAM.,Légende d'ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101105,0.077,PLATINUM,1046.0,2026-02-12 17:55:35,5,Tuez des ennemis près de l'une de leurs tourelles en ARAM.,Aucune échappatoire,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
301300,0.269,BRONZE,65.0,2026-02-09 17:33:58,2,Progressez dans les défis du groupe Symbiose.,Symbiose,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101104,0.07,PLATINUM,64.0,2026-02-23 22:07:32,5,Tuez des adversaires qui ont récemment obtenu un kit de soins en ARAM.,Mauvais médicament,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101107,0.042,DIAMOND,27662.0,2026-02-16 22:46:32,6,Participez à des éliminations en ARAM.,"Farmez les champions, pas les sbires",uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
301302,0.102,SILVER,29.0,2026-03-06 20:31:57,3,Réussissez au moins 12assistances sans mourir.,L'important c'est de participer,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502005,0.243,SILVER,17.0,2026-01-23 15:31:18,3,Atteignez le palier Or dans des points culminants.,Sommet doré,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502004,0.22,BRONZE,10.0,2026-01-23 17:20:45,2,Atteignez le palier Maître dans des défis.,Coup de maître,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502003,0.178,SILVER,20.0,2026-02-23 22:20:49,3,Atteignez le palier Diamant dans des défis.,Les défis sont éternels,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101108,0.131,GOLD,1.0,2026-02-27 20:33:44,4,Infligez au moins 40% des dégâts de votre équipe aux champions en ARAM.,Carry en solo,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502002,0.162,IRON,1.0,2026-02-24 19:08:10,1,Terminez des défis de collection en atteignant le plus haut niveau non classé.,Collectionnite aiguë,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502001,0.174,SILVER,21.0,2026-03-18 22:25:45,3,Obtenez des titres pour différents défis.,Pour l'amour des titres,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
502000,0.242,SILVER,60.0,2026-01-23 17:20:45,3,Progressez dans les défis du groupe Perfectionniste.,Perfectionniste,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203000,0.351,BRONZE,135.0,2026-03-13 21:29:05,2,"Progressez dans les défis des groupes Panache, Béhémoth, Assassinat et Prédateur.",Puissance,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
301304,0.209,GOLD,1.0,2026-01-23 15:38:30,4,"Réussissez des aces après l'apparition des sbires, mais dans les 15 premières minutes de jeu.",Team diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
301306,0.275,GOLD,1.0,2026-02-09 17:18:51,4,Détruisez le Nexus ennemi en moins de 15minutes.,Stomp,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202000,0.381,BRONZE,100.0,2026-02-28 15:36:29,2,"Progressez dans les défis des groupes Domination, Incomparable et Perfection.",Transfiguration,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402206,0.295,BRONZE,73.0,2026-01-27 17:14:39,2,Participez à l'élimination de dragons.,Chasse aux lézards,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402207,0.246,SILVER,36.0,2026-02-22 16:01:07,3,Participez à l'élimination de barons.,Collection de vers,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402204,0.268,IRON,426.0,2026-03-14 21:30:59,1,Tuez des monstres dans votre jungle.,Repas sur place,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402205,1.0,NONE,3.0,,0,Tuez des monstres de la jungle ennemie.,Repas à emporter,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402202,0.428,IRON,30.0,2026-03-09 22:26:36,1,Participez à la destruction de tourelles avec le héraut de la Faille.,Terreur des tourelles,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402203,0.335,IRON,23.0,2026-01-17 17:16:24,1,Tuez des carapateurs.,Fléau des carapateurs,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402200,0.275,SILVER,85.0,2026-02-28 15:36:29,3,Progressez dans les défis du groupe Commando.,Commando,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103201,0.433,IRON,2.0,2026-03-06 21:05:55,1,Participez à l'élimination d'un champion ennemi dans une alcôve.,Secrets d'alcôve,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103200,0.453,SILVER,40.0,2026-01-27 23:26:00,3,Progressez dans les défis du groupe Innovation.,Innovation,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103205,0.403,GOLD,3.0,2026-01-27 22:51:02,4,Survivez à un combat contre un champion avec moins de 10PV.,C'était prévu,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402210,0.269,SILVER,188.0,2026-02-28 15:19:26,3,Participez à la destruction de tourelles.,Tombeur de tourelles,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402208,0.343,IRON,4.0,2026-02-12 21:46:22,1,Participez à l'élimination de hérauts de la Faille.,Anti-héraut,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103206,0.31,BRONZE,7.0,2026-03-13 22:57:51,2,"Tuez des adversaires avec l'aide d'un monstre épique. Les monstres épiques incluent les dragons, le héraut de la Faille et le baron Nashor.",Toute aide est la bienvenue,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
402209,0.2,GOLD,585.0,2026-02-09 17:35:51,4,Détruisez des plaques de tourelle.,Plaqué or,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
201003,0.206,GOLD,3.0,2026-01-23 16:04:44,4,Gagnez des parties sans mourir et avec au moins 30% de participation aux éliminations.,Roi-démon immortel,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303404,0.071,GOLD,1.0,2026-03-08 20:49:24,4,"Avec un groupe arrangé de 5 personnes, gagnez des parties avec au moins 3champions qui ont une compétence de réanimation, d'immunité ou de zombification.",Mais tu vas mourir oui?!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
201001,0.214,GOLD,15.0,2026-03-13 20:14:50,4,Participez à la destruction (élimination ou assistance) de la première tourelle de la partie.,Premier pas,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303406,0.052,PLATINUM,4.0,2026-02-28 15:19:26,5,"Avec un groupe arrangé de 5personnes, gagnez des parties avec au moins 3champions qui «pokent» (des champions avec des compétences longue portée non ciblées).",Gardons nos distances,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
201000,0.318,SILVER,65.0,2026-01-23 16:22:53,3,Progressez dans les défis du groupe Adepte.,Adepte,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303400,0.068,GOLD,270.0,2026-02-28 15:36:29,4,Progressez dans les défis du groupe Harmonie.,Harmonie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303401,0.045,PLATINUM,4.0,2026-03-08 21:27:05,5,"Avec un groupe arrangé de 5personnes, gagnez des parties avec au moins 3champions qui ont une compétence à portée globale.",Nulle part où se cacher,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303402,0.069,MASTER,10.0,2026-02-28 15:19:26,7,"Avec un groupe arrangé de 5 personnes, gagnez des parties avec au moins 3champions qui ont un ultime à large zone d'effet.",Ultimes ultimes,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
201004,0.253,SILVER,4.0,2026-01-27 17:40:49,3,Participez à 12éliminations de champions ennemis dans les 15 premières minutes.,Incarnation de la mort,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303412,0.067,PLATINUM,4.0,2026-02-22 16:01:07,5,"Avec un groupe arrangé de 5personnes, gagnez des parties avec au moins 3champions qui ont au moins 2compétences d'immobilisation.",On ne bouge plus,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401205,0.147,IRON,1.0,2026-03-11 23:03:14,1,Atteignez le niveau7 de Maîtrise avec différents supports.,Pro des supports (héritage),uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
303409,0.082,GOLD,2.0,2026-02-13 23:52:13,4,"Avec un groupe arrangé de 5personnes, gagnez des parties avec au moins 3champions qui ont un effet de déplacement des ennemis.",Viens par ici!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401203,0.18,IRON,1.0,2026-03-11 23:03:14,1,Atteignez le niveau7 de Maîtrise avec différents mages.,Pro des mages (héritage),uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401200,1.0,NONE,10.0,,0,Progressez dans les défis du groupe Virtuose.,Virtuose,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302404,1.0,NONE,2.0,,0,Participez à des éliminations après une téléportation au cœur d'un combat impliquant au moins 4champions.,Mieux vaut tard que jamais,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204103,0.108,GOLD,47.0,2026-02-10 13:50:48,4,Terminez la quête d'un objet de support en moins de 14minutes.,Argent de poche,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302400,0.273,SILVER,30.0,2026-02-13 23:27:48,3,Progressez dans les défis du groupe Esprit d'équipe.,Esprit d'équipe,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204102,0.078,SILVER,22.0,2026-03-10 20:02:04,3,Ayez un score de vision par minute supérieur à 2.,Omniscience,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302401,0.244,SILVER,26.0,2026-02-13 22:56:46,3,Réussissez un ace sans perdre un seul allié.,Ace parfait,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204101,0.136,BRONZE,14.0,2026-03-09 21:16:26,2,Terminez votre quête de support au moins 60secondes plus vite que le support ennemi.,60 secondes chrono,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
302402,0.263,SILVER,61.0,2026-02-28 15:19:26,3,Participez à 1élimination à laquelle toute votre équipe a contribué.,Tous sur lui!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
204100,0.086,GOLD,50.0,2026-03-10 20:32:53,4,Progressez dans les défis du groupe Primordial.,Primordial,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101201,0.022,MASTER,45786.0,2026-03-17 22:28:42,7,Touchez des champions avec des compétences de tir (compétences non ciblées à distance) en ARAM.,Dans le mille!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101200,0.038,DIAMOND,300.0,2026-03-03 23:17:00,6,Progressez dans les défis du groupe Finesse d'ARAM.,Finesse d'ARAM,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101203,0.063,DIAMOND,1946.0,2026-02-20 23:00:19,6,Touchez des champions avec des boules de neige en ARAM.,Jour de neige,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101202,0.035,DIAMOND,49455.0,2026-03-03 22:58:23,6,Esquivez des compétences de tir (compétences non ciblées à distance) en ARAM.,C'est pas passé loin!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101205,0.144,BRONZE,1.0,2026-01-12 16:25:15,2,Faites-vous exécuter par une tourelle extérieure dans les 10 premières minutes de jeu en ARAM.,Try hard,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101204,0.036,DIAMOND,33819.0,2026-02-28 21:16:23,6,Tuez des sbires en ARAM.,Argent facile,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
101206,0.191,BRONZE,1.0,2025-12-24 21:09:47,2,Faites exploser un Poro en ARAM.,Le Poro fait pouf!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203102,0.304,GOLD,180.0,2026-03-08 22:00:53,4,Esquivez 5compétences de tir (compétences non ciblées à distance) en moins de 8secondes.,Quel jeu de jambes!,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203101,0.276,BRONZE,1.0,2026-03-13 22:57:51,2,Touchez des ennemis avec 20compétences de tir (compétences non ciblées à distance) dans les 7 premières minutes de jeu.,Précision redoutable,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
203100,0.386,BRONZE,35.0,2026-03-08 22:26:49,2,Progressez dans les défis du groupe Panache.,Panache,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202103,0.443,IRON,1.0,2026-03-13 19:55:08,1,Terminez le début de la phase de laning (7minutes) avec 20% de PO et d'XP de plus que votre adversaire direct (même poste que vous).,Autorité sur la voie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202102,0.457,IRON,2.0,2026-03-13 19:55:08,1,Terminez la phase de laning (14minutes) avec 20% de PO et d'XP de plus que votre adversaire direct (même poste que vous).,Domination de voie,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202100,0.395,BRONZE,35.0,2026-03-06 21:33:17,2,Progressez dans les défis du groupe Domination.,Domination,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202105,0.35,BRONZE,8.0,2026-03-06 21:05:55,2,Prenez au moins trois niveaux d'avance sur votre adversaire direct (même poste que vous) à tout moment de la partie.,Écart de niveau,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
202104,0.262,SILVER,31.0,2026-02-28 15:19:26,3,Terminez la partie avec 20% de score de vision de plus que votre adversaire direct (même poste que vous).,Les hautes herbes ont des yeux,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103300,0.347,BRONZE,10.0,2026-02-10 14:18:01,2,Progressez dans les défis du groupe Stratège.,Stratège,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
103303,0.337,BRONZE,5.0,2026-02-10 13:50:48,2,"Participez à l'élimination de junglers près d'un monstre épique blessé avant que ce dernier ne soit tué. Les monstres épiques incluent les dragons, le héraut de la Faille et le baron Nashor.",Sens des priorités,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401302,0.1,BRONZE,32.0,2026-03-13 19:55:08,2,Gagnez des parties en tant que support.,Supp diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401303,1.0,NONE,4.0,,0,Gagnez des parties en tant que carry de la voie du bas.,Bot diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401300,0.221,IRON,20.0,2026-03-13 20:11:06,1,Progressez dans les défis du groupe Ace.,Ace,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
401301,1.0,NONE,6.0,,0,Gagnez des parties en tant que jungler.,Jungle diff,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
602001,0.073,IRON,11.0,2026-01-19 19:37:16,1,Jouez des parties d'Arena avec différents champions.,Océan de champions d'Arena,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
602000,0.073,IRON,5.0,2026-01-19 20:05:07,1,Progressez dans les défis du groupe Prodige d'Arena.,Prodige d'Arena,uuhMlNBPDT3pLnQaGe2bXJ1CrxIuDxFD7dgcYKmdSnPL8sQ-TcgUDYLLjTLoZ94Lk6o-pu0ZtNRiUQ
